Article number,Publication Type,Assignment,Primary Theme,Secondary theme(s),Additional Tags,Primary Approach,Additional Approaches,Country/Counties ,Geography (as many as applicable),Additional Notes,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",Years since publication,Times cited per year,180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
41,J,Ted,Foodweb interactions,,Zooplankton,Lab/Experimental,,US,"""North America: United States, Canada""",,"HOLM, NP; SHAPIRO, J",,,,"HOLM, NP; SHAPIRO, J",,,AN EXAMINATION OF LIPID RESERVES AND THE NUTRITIONAL-STATUS OF DAPHNIA-PULEX FED APHANIZOMENON-FLOS-AQUAE,LIMNOLOGY AND OCEANOGRAPHY,,,English,Note,,,,,,,,,,,"HOLM, NP (corresponding author), UNIV MINNESOTA,LIMNOL RES CTR,MINNEAPOLIS,MN 55455, USA.",,,,,,,,9,61,65,40,1.6,0,4,AMER SOC LIMNOLOGY OCEANOGRAPH,LAWRENCE,"810 EAST 10TH ST, LAWRENCE, KS 66044-8897",0024-3590,,,LIMNOL OCEANOGR,Limnol. Oceanogr.,,1984,29,5,,,,,1137,1140,,10.4319/lo.1984.29.5.1137,http://dx.doi.org/10.4319/lo.1984.29.5.1137,,,,4,Limnology; Oceanography,Science Citation Index Expanded (SCI-EXPANDED),Marine & Freshwater Biology; Oceanography,TM043,,Bronze,,,2023-12-14,WOS:A1984TM04300026,View Full Record in Web of Science
42,J,Ted,Buoyancy and physical drivers of surface bloom formation,""" Light, primary production, and photosynthesis""",,Lab/Experimental,,UK,"""North America: United States, Canada""",,"OLIVER, RL; WALSBY, AE",,,,"OLIVER, RL; WALSBY, AE",,,DIRECT EVIDENCE FOR THE ROLE OF LIGHT-MEDIATED GAS VESICLE COLLAPSE IN THE BUOYANCY REGULATION OF ANABAENA-FLOS-AQUAE (CYANOBACTERIA),LIMNOLOGY AND OCEANOGRAPHY,,,English,Article,,,,,,,,,,,"OLIVER, RL (corresponding author), UNIV BRISTOL,DEPT BOT,BRISTOL BS8 1UG,AVON,ENGLAND.",,"Oliver, Roderick L/D-4195-2011","Oliver, Roderick L/0000-0003-2238-1740",,,,,26,118,132,40,3.3,1,25,AMER SOC LIMNOLOGY OCEANOGRAPH,LAWRENCE,"810 EAST 10TH ST, LAWRENCE, KS 66044-8897",0024-3590,,,LIMNOL OCEANOGR,Limnol. Oceanogr.,,1984,29,4,,,,,879,886,,10.4319/lo.1984.29.4.0879,http://dx.doi.org/10.4319/lo.1984.29.4.0879,,,,8,Limnology; Oceanography,Science Citation Index Expanded (SCI-EXPANDED),Marine & Freshwater Biology; Oceanography,TC653,,Bronze,,,2023-12-14,WOS:A1984TC65300016,View Full Record in Web of Science
44,J,Ted,Foodweb interactions,,Zooplankton,Lab/Experimental,,US,"""North America: United States, Canada""",,"INFANTE, A; ABELLA, SEB",,,,"INFANTE, A; ABELLA, SEB",,,INHIBITION OF DAPHNIA BY OSCILLATORIA IN LAKE WASHINGTON,LIMNOLOGY AND OCEANOGRAPHY,,,English,Article,,,,,,,,,"UNIV WASHINGTON,DEPT ZOOL,NJ-15,SEATTLE,WA 98195",University of Washington; University of Washington Seattle,"INFANTE, A (corresponding author), UNIV CENT VENEZUELA,ESCUELA BIOL,APARTADO 47106,CARACAS 1041,VENEZUELA.",,,,,,,,20,89,96,39,2.5,0,8,AMER SOC LIMNOLOGY OCEANOGRAPH,LAWRENCE,"810 EAST 10TH ST, LAWRENCE, KS 66044-8897",0024-3590,,,LIMNOL OCEANOGR,Limnol. Oceanogr.,,1985,30,5,,,,,1046,1052,,10.4319/lo.1985.30.5.1046,http://dx.doi.org/10.4319/lo.1985.30.5.1046,,,,7,Limnology; Oceanography,Science Citation Index Expanded (SCI-EXPANDED),Marine & Freshwater Biology; Oceanography,ASJ67,,Bronze,,,2023-12-14,WOS:A1985ASJ6700012,View Full Record in Web of Science
45,J,Ted,Buoyancy and physical drivers of surface bloom formation,""" Light, primary production, and photosynthesis""",,Field,,"DE,IL","""Western Europe: Germany, France, United Kingdom, Italy, Spain""",,"VANRIJN, J; SHILO, M",,,,"VANRIJN, J; SHILO, M",,,"CARBOHYDRATE FLUCTUATIONS, GAS VACUOLATION, AND VERTICAL MIGRATION OF SCUM-FORMING CYANOBACTERIA IN FISHPONDS",LIMNOLOGY AND OCEANOGRAPHY,,,English,Article,,,,,,,,,,,"VANRIJN, J (corresponding author), HEBREW UNIV JERUSALEM,INST LIFE SCI,DIV MICROBIAL & MOLEC ECOL,JERUSALEM,ISRAEL.",,"van Rijn, Jaap/Q-5254-2017","van Rijn, Jaap/0000-0002-9680-2133",,,,,28,49,51,39,1.3,0,11,AMER SOC LIMNOLOGY OCEANOGRAPH,LAWRENCE,"810 EAST 10TH ST, LAWRENCE, KS 66044-8897",0024-3590,,,LIMNOL OCEANOGR,Limnol. Oceanogr.,,1985,30,6,,,,,1219,1228,,10.4319/lo.1985.30.6.1219,http://dx.doi.org/10.4319/lo.1985.30.6.1219,,,,10,Limnology; Oceanography,Science Citation Index Expanded (SCI-EXPANDED),Marine & Freshwater Biology; Oceanography,AVJ10,,,,,2023-12-14,WOS:A1985AVJ1000008,View Full Record in Web of Science
46,J,Ted,Foodweb interactions,,Zooplankton,Lab/Experimental,,"DE,IL","""Western Europe: Germany, France, United Kingdom, Italy, Spain""",,"NIZAN, S; DIMENTMAN, C; SHILO, M",,,,"NIZAN, S; DIMENTMAN, C; SHILO, M",,,ACUTE TOXIC EFFECTS OF THE CYANOBACTERIUM MICROCYSTIS-AERUGINOSA ON DAPHNIA-MAGNA,LIMNOLOGY AND OCEANOGRAPHY,,,English,Article,,,,,,,,,"HEBREW UNIV JERUSALEM,DEPT ZOOL,JERUSALEM,ISRAEL; HEBREW UNIV JERUSALEM,DIV MICROBIAL & MOLEC ECOL,JERUSALEM,ISRAEL",Hebrew University of Jerusalem; Hebrew University of Jerusalem,"NIZAN, S (corresponding author), LAB RES FISH DIS,NIR DAVID,ISRAEL.",,,,,,,,22,153,166,38,4.4,2,18,AMER SOC LIMNOLOGY OCEANOGRAPH,LAWRENCE,"810 EAST 10TH ST, LAWRENCE, KS 66044-8897",0024-3590,,,LIMNOL OCEANOGR,Limnol. Oceanogr.,MAY,1986,31,3,,,,,497,502,,10.4319/lo.1986.31.3.0497,http://dx.doi.org/10.4319/lo.1986.31.3.0497,,,,6,Limnology; Oceanography,Science Citation Index Expanded (SCI-EXPANDED),Marine & Freshwater Biology; Oceanography,C8635,,,,,2023-12-14,WOS:A1986C863500005,View Full Record in Web of Science
47,J,Ted,Foodweb interactions,,Zooplankton,Lab/Experimental,,US,"""North America: United States, Canada""",,"FULTON, RS; PAERL, HW",,,,"FULTON, RS; PAERL, HW",,,EFFECTS OF COLONIAL MORPHOLOGY ON ZOOPLANKTON UTILIZATION OF ALGAL RESOURCES DURING BLUE-GREEN-ALGAL (MICROCYSTIS-AERUGINOSA) BLOOMS,LIMNOLOGY AND OCEANOGRAPHY,,,English,Article,,,,,,,,,"UNIV N CAROLINA,INST MARINE SCI,MOREHEAD CITY,NC 28557",University of North Carolina; University of North Carolina Chapel Hill,,,"Fulton, Rolland/CAE-8432-2022",,,,,,38,132,154,37,4.2,1,34,AMER SOC LIMNOLOGY OCEANOGRAPH,LAWRENCE,"810 EAST 10TH ST, LAWRENCE, KS 66044-8897",0024-3590,,,LIMNOL OCEANOGR,Limnol. Oceanogr.,MAY,1987,32,3,,,,,634,644,,10.4319/lo.1987.32.3.0634,http://dx.doi.org/10.4319/lo.1987.32.3.0634,,,,11,Limnology; Oceanography,Science Citation Index Expanded (SCI-EXPANDED),Marine & Freshwater Biology; Oceanography,J6841,,Bronze,,,2023-12-14,WOS:A1987J684100009,View Full Record in Web of Science
48,J,Ted,N2 Fixation,""" Light, primary production, and photosynthesis""",Nitrogen,Lab/Experimental,,US,"""North America: United States, Canada""",,"SCRANTON, MI; NOVELLI, PC; MICHAELS, A; HORRIGAN, SG; CARPENTER, EJ",,,,"SCRANTON, MI; NOVELLI, PC; MICHAELS, A; HORRIGAN, SG; CARPENTER, EJ",,,HYDROGEN-PRODUCTION AND NITROGEN-FIXATION BY OSCILLATORIA-THIEBAUTII DURING INSITU INCUBATIONS,LIMNOLOGY AND OCEANOGRAPHY,,,English,Note,,,,,,,,,"UNIV CALIF SANTA CRUZ,DIV NAT SCI,SANTA CRUZ,CA 95064",University of California System; University of California Santa Cruz,"SCRANTON, MI (corresponding author), SUNY STONY BROOK,MARINE SCI RES CTR,STONY BROOK,NY 11794, USA.",,,,,,,,26,28,28,37,0.8,0,2,AMER SOC LIMNOLOGY OCEANOGRAPH,LAWRENCE,"810 EAST 10TH ST, LAWRENCE, KS 66044-8897",0024-3590,,,LIMNOL OCEANOGR,Limnol. Oceanogr.,JUL,1987,32,4,,,,,998,1006,,10.4319/lo.1987.32.4.0998,http://dx.doi.org/10.4319/lo.1987.32.4.0998,,,,9,Limnology; Oceanography,Science Citation Index Expanded (SCI-EXPANDED),Marine & Freshwater Biology; Oceanography,K3720,,,,,2023-12-14,WOS:A1987K372000024,View Full Record in Web of Science
49,J,Ted,Nutrients (macro),N2 Fixation,"Nitrogen, Phosphorus","Field, Lab/Experimental",,CA,"""North America: United States, Canada""",,"STOCKNER, JG; SHORTREED, KS",,,,"STOCKNER, JG; SHORTREED, KS",,,RESPONSE OF ANABAENA AND SYNECHOCOCCUS TO MANIPULATION OF NITROGEN - PHOSPHORUS RATIOS IN A LAKE FERTILIZATION EXPERIMENT,LIMNOLOGY AND OCEANOGRAPHY,,,English,Article,,,,,,,,,,,"STOCKNER, JG (corresponding author), FISHERIES & OCEANS CANADA,W VANCOUVER LAB,4160 MARINE DR,W VANCOUVER V7V 1N6,BC,CANADA.",,,,,,,,52,87,103,36,2.9,0,11,AMER SOC LIMNOLOGY OCEANOGRAPH,LAWRENCE,"810 EAST 10TH ST, LAWRENCE, KS 66044-8897",0024-3590,,,LIMNOL OCEANOGR,Limnol. Oceanogr.,NOV,1988,33,6,1,,,,1348,1361,,10.4319/lo.1988.33.6.1348,http://dx.doi.org/10.4319/lo.1988.33.6.1348,,,,14,Limnology; Oceanography,Science Citation Index Expanded (SCI-EXPANDED),Marine & Freshwater Biology; Oceanography,T0625,,Bronze,,,2023-12-14,WOS:A1988T062500012,View Full Record in Web of Science
50,J,Ted,Foodweb interactions,Nutrients (macro),"""Bacteria, Viruses, Fungi"", Nitrogen, Phosphorus",Lab/Experimental,,US,"""North America: United States, Canada""",,"FRALEIGH, PC; BURNHAM, JC",,,,"FRALEIGH, PC; BURNHAM, JC",,,MYXOCOCCAL PREDATION ON CYANOBACTERIAL POPULATIONS - NUTRIENT EFFECTS,LIMNOLOGY AND OCEANOGRAPHY,,,English,Note,,,,,,,,,"MED COLL OHIO,DEPT MICROBIOL,TOLEDO,OH 43699",,"FRALEIGH, PC (corresponding author), UNIV TOLEDO,DEPT BIOL,TOLEDO,OH 43606, USA.",,,,,,,,18,28,39,36,1.1,0,1,AMER SOC LIMNOLOGY OCEANOGRAPH,LAWRENCE,"810 EAST 10TH ST, LAWRENCE, KS 66044-8897",0024-3590,,,LIMNOL OCEANOGR,Limnol. Oceanogr.,MAY,1988,33,3,,,,,476,483,,10.4319/lo.1988.33.3.0476,http://dx.doi.org/10.4319/lo.1988.33.3.0476,,,,8,Limnology; Oceanography,Science Citation Index Expanded (SCI-EXPANDED),Marine & Freshwater Biology; Oceanography,P3856,,Bronze,,,2023-12-14,WOS:A1988P385600015,View Full Record in Web of Science
53,J,Ted,Buoyancy and physical drivers of surface bloom formation,""" Light, primary production, and photosynthesis""",,Field,,US,"""North America: United States, Canada""",,"KONOPKA, A",,,,"KONOPKA, A",,,METALIMNETIC CYANOBACTERIA IN HARD-WATER LAKES - BUOYANCY REGULATION AND PHYSIOLOGICAL-STATE,LIMNOLOGY AND OCEANOGRAPHY,,,English,Article,,,,,,,,,,,"KONOPKA, A (corresponding author), PURDUE UNIV,DEPT BIOL SCI,W LAFAYETTE,IN 47907, USA.",,,,,,,,42,47,50,35,1.4,0,7,AMER SOC LIMNOLOGY OCEANOGRAPH,LAWRENCE,"810 EAST 10TH ST, LAWRENCE, KS 66044-8897",0024-3590,,,LIMNOL OCEANOGR,Limnol. Oceanogr.,NOV,1989,34,7,,,,,1174,1184,,10.4319/lo.1989.34.7.1174,http://dx.doi.org/10.4319/lo.1989.34.7.1174,,,,11,Limnology; Oceanography,Science Citation Index Expanded (SCI-EXPANDED),Marine & Freshwater Biology; Oceanography,CH698,,Bronze,,,2023-12-14,WOS:A1989CH69800003,View Full Record in Web of Science
54,J,Ted,Foodweb interactions,,Zooplankton,Lab/Experimental,,DE,"""Western Europe: Germany, France, United Kingdom, Italy, Spain""",,"HAWKINS, P; LAMPERT, W",,,,"HAWKINS, P; LAMPERT, W",,,THE EFFECT OF DAPHNIA BODY SIZE ON FILTERING RATE INHIBITION IN THE PRESENCE OF A FILAMENTOUS CYANOBACTERIUM,LIMNOLOGY AND OCEANOGRAPHY,,,English,Note,,,,,,,,,"MAX PLANCK INST LIMNOL,D-2320 PLON,FED REP GER",Max Planck Society,,,,,,,,,30,91,100,35,2.9,0,16,AMER SOC LIMNOLOGY OCEANOGRAPH,LAWRENCE,"810 EAST 10TH ST, LAWRENCE, KS 66044-8897",0024-3590,,,LIMNOL OCEANOGR,Limnol. Oceanogr.,SEP,1989,34,6,,,,,1084,1088,,,https://doi.org/10.4319/lo.1989.34.6.1084,,,,5,Limnology; Oceanography,Science Citation Index Expanded (SCI-EXPANDED),Marine & Freshwater Biology; Oceanography,AY600,,,,,2023-12-14,WOS:A1989AY60000011,View Full Record in Web of Science
55,J,Ted,N2 Fixation,Nutrients (macro),Nitrogen,Field,,US,"""North America: United States, Canada""",,"SMITH, VH",,,,"SMITH, VH",,,"NITROGEN, PHOSPHORUS, AND NITROGEN-FIXATION IN LACUSTRINE AND ESTUARINE ECOSYSTEMS",LIMNOLOGY AND OCEANOGRAPHY,,,English,Note,,,,,,,BLUE-GREEN-ALGAE; MARINE ECOSYSTEMS; RELATIVE BIOMASS; WATER-BLOOMS; FRESH-WATER; PHYTOPLANKTON; LAKES; NUTRIENT; COASTAL; LIMITATION,,,,"SMITH, VH (corresponding author), UNIV N CAROLINA, DEPT BIOL, CHAPEL HILL, NC 27599 USA.",,,,,,,,63,80,93,34,2.7,0,22,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0024-3590,1939-5590,,LIMNOL OCEANOGR,Limnol. Oceanogr.,DEC,1990,35,8,,,,,1852,1859,,10.4319/lo.1990.35.8.1852,http://dx.doi.org/10.4319/lo.1990.35.8.1852,,,,8,Limnology; Oceanography,Science Citation Index Expanded (SCI-EXPANDED),Marine & Freshwater Biology; Oceanography,FE655,,Bronze,,,2023-12-14,WOS:A1990FE65500018,View Full Record in Web of Science
59,J,Ted,N2 Fixation,"Micronutrients/metals, Nutrients (macro)","Nitrogen, Phosphorus",Field,,CA,"""North America: United States, Canada""",,"MARINO, R; HOWARTH, RW; SHAMESS, J; PREPAS, E",,,,"MARINO, R; HOWARTH, RW; SHAMESS, J; PREPAS, E",,,MOLYBDENUM AND SULFATE AS CONTROLS ON THE ABUNDANCE OF NITROGEN-FIXING CYANOBACTERIA IN SALINE LAKES IN ALBERTA,LIMNOLOGY AND OCEANOGRAPHY,,,English,Article,,,,,,,,,"UNIV ALBERTA,CTR BIOL SCI,DEPT ZOOL,EDMONTON T6G 2E9,ALBERTA,CANADA",University of Alberta,"MARINO, R (corresponding author), CORNELL UNIV,DIV BIOL SCI,ECOL & SYSTEMAT SECT,CORSON HALL,ITHACA,NY 14853, USA.",,,"Howarth, Robert/0000-0001-9531-4288",,,,,60,51,58,34,1.7,0,13,AMER SOC LIMNOLOGY OCEANOGRAPH,LAWRENCE,"810 EAST 10TH ST, LAWRENCE, KS 66044-8897",0024-3590,,,LIMNOL OCEANOGR,Limnol. Oceanogr.,MAR,1990,35,2,,,,,245,259,,10.4319/lo.1990.35.2.0245,http://dx.doi.org/10.4319/lo.1990.35.2.0245,,,,15,Limnology; Oceanography,Science Citation Index Expanded (SCI-EXPANDED),Marine & Freshwater Biology; Oceanography,DR947,,Bronze,,,2023-12-14,WOS:A1990DR94700001,View Full Record in Web of Science
57,J,Ted,N2 Fixation,Nutrients (macro),Nitrogen,Field,,US,"""North America: United States, Canada""",,"HOWARTH, RW; MARINO, R",,,,"HOWARTH, RW; MARINO, R",,,NITROGEN-FIXING CYANOBACTERIA IN THE PLANKTON OF LAKES AND ESTUARIES - REPLY,LIMNOLOGY AND OCEANOGRAPHY,,,English,Note,,,,,,,FIXATION ACETYLENE-REDUCTION; MARINE ECOSYSTEMS; FRESH-WATER; CLEAR-LAKE; PHYTOPLANKTON; BLOOMS; HETEROCYSTS; CALIFORNIA; LIMITATION; NODULARIA,,,,"HOWARTH, RW (corresponding author), CORNELL UNIV,DIV BIOL SCI,SECT ECOL & SYSTEMAT,ITHACA,NY 14853, USA.",,,"Howarth, Robert/0000-0001-9531-4288",,,,,38,19,21,34,0.6,0,7,AMER SOC LIMNOLOGY OCEANOGRAPH,LAWRENCE,"810 EAST 10TH ST, LAWRENCE, KS 66044-8897",0024-3590,,,LIMNOL OCEANOGR,Limnol. Oceanogr.,DEC,1990,35,8,,,,,1859,1863,,10.4319/lo.1990.35.8.1859,http://dx.doi.org/10.4319/lo.1990.35.8.1859,,,,5,Limnology; Oceanography,Science Citation Index Expanded (SCI-EXPANDED),Marine & Freshwater Biology; Oceanography,FE655,,Bronze,,,2023-12-14,WOS:A1990FE65500019,View Full Record in Web of Science
60,J,Ted,Foodweb interactions,Toxins (metabollite info),Zooplankton,Lab/Experimental,,US,"""North America: United States, Canada""",,"DEMOTT, WR; ZHANG, QX; CARMICHAEL, WW",,,,"DEMOTT, WR; ZHANG, QX; CARMICHAEL, WW",,,EFFECTS OF TOXIC CYANOBACTERIA AND PURIFIED TOXINS ON THE SURVIVAL AND FEEDING OF A COPEPOD AND 3 SPECIES OF DAPHNIA,LIMNOLOGY AND OCEANOGRAPHY,,,English,Article,,,,,,,BLUE-GREEN-ALGAE; ANABAENA-FLOS-AQUAE; MICROCYSTIS-AERUGINOSA; FRESH-WATER; ENVIRONMENTAL-FACTORS; HEPATOTOXIC PEPTIDE; CALANUS-PACIFICUS; ZOOPLANKTON; FOOD; PURIFICATION,"Acute toxicity experiments with purified toxins show that four species of zooplankton differ markedly in their physiological sensitivity to cyclic peptide hepatotoxins from Microcystis aeruginosa (microcystin-LR) and Nodularia spumigena (nodularin). The copepod Diaptomus birgei was most sensitive (48-h LC50 for microcystin-LR ranged from 0.45 to 1.00-mu-g ml-1), Daphnia pulicaria was least sensitive (48-h LC50), 21.4-mu-g ml-1), and Daphnia hyalina (48-h LC50, 11.6-mu-g ml-1) and Daphnia pulex (48-h LC50, 9.6-mu-g ml-1) were intermediate in sensitivity. Survivorship in the presence of toxic Microcystis was strongly influenced by both physiological sensitivity and feeding behavior. Relatively good survivorship by D. pulicaria was associated with low sensitivity to purified toxin and rapid feeding inhibition in the presence of toxic cells. In contrast, very poor survivorship by D. pulex was associated with greater physiological sensitivity and nearly uninhibited feeding on toxic Microcystis. Intermediate survivorship by D. birgei was associated with food selection capabilities on the one hand and high physiological sensitivity and uninhibited feeding on the other. Our results suggest that zooplankton have evolved both physiological and behavioral adaptations which enhance their abilities to coexist with toxic cyanobacteria.","WRIGHT STATE UNIV,DEPT BIOL SCI,DAYTON,OH 45435; INDIANA UNIV PURDUE UNIV,CROOKED LAKE BIOL STN,FT WAYNE,IN 46805",University System of Ohio; Wright State University Dayton; Purdue University System; Indiana University Purdue University Fort Wayne,"DEMOTT, WR (corresponding author), INDIANA UNIV PURDUE UNIV,DEPT BIOL SCI,FT WAYNE,IN 46805, USA.",,,,,,,,45,399,468,33,14.2,0,110,AMER SOC LIMNOLOGY OCEANOGRAPH,LAWRENCE,"810 EAST 10TH ST, LAWRENCE, KS 66044-8897",0024-3590,,,LIMNOL OCEANOGR,Limnol. Oceanogr.,NOV,1991,36,7,,,,,1346,1357,,10.4319/lo.1991.36.7.1346,http://dx.doi.org/10.4319/lo.1991.36.7.1346,,,,12,Limnology; Oceanography,Science Citation Index Expanded (SCI-EXPANDED),Marine & Freshwater Biology; Oceanography,HE784,,Bronze,,,2023-12-14,WOS:A1991HE78400007,View Full Record in Web of Science
61,J,Ted,N2 Fixation,Toxins (metabollite info),Nitrogen,Lab/Experimental,,US,"""North America: United States, Canada""",,"HUTCHINS, DA; RUETER, JG; FISH, W",,,,"HUTCHINS, DA; RUETER, JG; FISH, W",,,SIDEROPHORE PRODUCTION AND NITROGEN-FIXATION ARE MUTUALLY EXCLUSIVE STRATEGIES IN ANABAENA 7120,LIMNOLOGY AND OCEANOGRAPHY,,,English,Article,,,,,,,BLUE-GREEN-ALGAE; IRON; GROWTH; PHOTOSYNTHESIS; TRICHODESMIUM; CYANOBACTERIA; CYANOPHYCEAE; SCHIZOKINEN; SCENEDESMUS; TRANSPORT,"The relationship between siderophore production and N fixation was investigated in cultures of the freshwater cyanobacterium Anabaena 7120 grown in chemically defined medium. Cultures were grown with and without 300-mu-M NO3- and 1-mu-M Fe in all four possible combinations. Chl a and protein concentrations were used to monitor growth response. Siderophore production and N fixation rates were measured throughout the experiments. Acid-leachable cellular Fe was measured with the chromogen FerroZine. Siderophores were produced only by cultures with added NO3- but no added Fe. N-fixing cultures of Anabaena 7120 did not make siderophores even at a saturating light irradiance. These results do not agree with previous theories that siderophore-mediated Fe uptake facilitates N fixation, enabling cyanobacteria to become dominant. The economics of N and Fe acquisition systems are examined in terms of elemental investments, energy requirements, and the kinetics of siderophore-Fe uptake. Our data are used to support a model that suggests that dilution of excreted siderophores or turbulent dispersion of the siderophore away from the cell surface would severely reduce the efficiency of siderophore-mediated Fe uptake in aquatic systems. This model supports the idea that siderophores are most useful as an Fe recycling mechanism in quiescent waters with high cyanobacterial biomass.","PORTLAND STATE UNIV, DEPT BIOL, POB 751, PORTLAND, OR 97207 USA; OREGON GRAD INST, DEPT ENVIRONM SCI & ENGN, BEAVERTON, OR 97006 USA",Portland State University,,,"Hutchins, David A/D-3301-2013","Hutchins, David A/0000-0002-6637-756X",,,,,35,26,29,33,0.9,0,7,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0024-3590,1939-5590,,LIMNOL OCEANOGR,Limnol. Oceanogr.,JAN,1991,36,1,,,,,1,12,,,https://aslopubs.onlinelibrary.wiley.com/doi/10.4319/lo.1991.36.1.0001,,,,12,Limnology; Oceanography,Science Citation Index Expanded (SCI-EXPANDED),Marine & Freshwater Biology; Oceanography,FL676,,,,,2023-12-14,WOS:A1991FL67600001,View Full Record in Web of Science
64,J,Ted,Pico,""" Light, primary production, and photosynthesis""",,Field,,"CA, NZ","""North America: United States, Canada"", ""Oceania: Australia, New Zealand, Papua New Guinea """,,"PICK, FR",,,,"PICK, FR",,,THE ABUNDANCE AND COMPOSITION OF FRESH-WATER PICOCYANOBACTERIA IN RELATION TO LIGHT PENETRATION,LIMNOLOGY AND OCEANOGRAPHY,,,English,Note,,,,,,,CHROOCOCCOID CYANOBACTERIA; LAKE-ONTARIO; MARINE; PICOPLANKTON; IDENTIFICATION; SYNECHOCOCCUS; SPECTROSCOPY; ECOSYSTEMS; BIOMASS; FISH,"The abundance and composition of picocyanobacterial (PC) assemblages were measured in 38 lakes of varying trophic state and dissolved inorganic C concentrations. Light attenuation provided the best prediction of PC abundance, explaining half of the variation in summer abundance. Phycoerythrin-containing PC were particularly abundant (> 10(5) cells ml-1) in oligotrophic to mesotrophic hard-water lakes, while nonphycoerythrin types were generally found in eutrophic and colored lakes. The percentage of phycoerythrin-containing PC declined significantly with increasing light attenuation among lakes and within experimental enclosures of one lake where light attenuation was altered by nutrient additions and food-web manipulations. The relationship may be the consequence of changes in spectral quality as lakes become nutrient enriched or colored by humic material.",,,"PICK, FR (corresponding author), UNIV OTTAWA, OTTAWA CARLETON INST BIOL, DEPT BIOL, OTTAWA K1N 6N5, ONTARIO, CANADA.",,"Pick, Frances R/AAD-6379-2021; Pick, Frances/P-2473-2017","Pick, Frances/0000-0002-5486-4061",,,,,22,70,72,33,2.2,0,5,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0024-3590,1939-5590,,LIMNOL OCEANOGR,Limnol. Oceanogr.,NOV,1991,36,7,,,,,1457,1462,,10.4319/lo.1991.36.7.1457,http://dx.doi.org/10.4319/lo.1991.36.7.1457,,,,6,Limnology; Oceanography,Science Citation Index Expanded (SCI-EXPANDED),Marine & Freshwater Biology; Oceanography,HE784,,Bronze,,,2023-12-14,WOS:A1991HE78400017,View Full Record in Web of Science
63,J,Ted,Foodweb interactions,,Zooplankton,Lab/Experimental,,US,"""North America: United States, Canada""",,"LUNDSTEDT, L; BRETT, MT",,,,"LUNDSTEDT, L; BRETT, MT",,,DIFFERENTIAL GROWTH-RATES OF 3 CLADOCERAN SPECIES IN RESPONSE TO MONO-ALGAL AND MIXED-ALGAL CULTURES,LIMNOLOGY AND OCEANOGRAPHY,,,English,Note,,,,,,,SEASONAL SUCCESSION; FOOD THRESHOLDS; DAPHNIA; SIZE; REPRODUCTION; TEMPERATURE; ZOOPLANKTON; QUALITY; LAKE,"Population growth rates for Daphnia longispina, Bosmina longispina, and Chydorus sphaericus were determined in monocultures or mixtures of algae typical of the spring bloom (Stephanodiscus, Rhodomonas, and Chlamydomonas) and summer (Scenedesmus, Chlorella, and Microcystis). Algae from the spring bloom resulted in optimal population growth, whereas the green algae and cyanobacteria were of poorer quality. Daphnia showed the highest growth rates in all resources tested. Chydorus attained similar positive growth rates in most of the resources. In contrast, Bosmina achieved positive growth only in Stephanodiscus and Rhodomonas. For Bosmina, a combination of Stephanodiscus and Rhodomonas resulted in a positive synergisic effect on growth. The quality of resources depends greatly on the grazer of interest and cannot be generalized from results with Daphnia alone.","UNIV UPPSALA,INST LIMNOL,S-75122 UPPSALA,SWEDEN",Uppsala University,,,"Brett, Michael T/A-2066-2010","Brett, Michael/0000-0002-8796-9863",,,,,19,51,56,33,1.7,1,16,AMER SOC LIMNOLOGY OCEANOGRAPH,LAWRENCE,"810 EAST 10TH ST, LAWRENCE, KS 66044-8897",0024-3590,,,LIMNOL OCEANOGR,Limnol. Oceanogr.,JAN,1991,36,1,,,,,159,165,,10.4319/lo.1991.36.1.0159,http://dx.doi.org/10.4319/lo.1991.36.1.0159,,,,7,Limnology; Oceanography,Science Citation Index Expanded (SCI-EXPANDED),Marine & Freshwater Biology; Oceanography,FL676,,Bronze,,,2023-12-14,WOS:A1991FL67600013,View Full Record in Web of Science
